id_A,id_B,final_score,is_match
1507,1507,0.4410531943410777,0
1735,1735,0.41177462827788414,0
2208,2208,0.4035155310142913,0
510,510,0.3854514807317476,0
1460,1460,0.3462738095322314,0
110,110,0.47026108653666276,0
1746,1746,0.3193992410643287,0
164,278,0.3557785461724414,0
1939,1939,0.35635853743200807,0
135,1565,0.36149132353027824,0
3,3,0.2752175285835191,0
105,105,0.3128097975947943,0
1863,1863,0.35000437804170614,0
842,842,0.26267850241903307,0
1096,2187,0.36560697178600454,0
755,755,0.3518817047655368,0
1295,1295,0.2910188046430392,0
1080,1080,0.38158017631835556,0
743,743,0.2743694918251066,0
1753,1753,0.32573169663167445,0
1417,1417,0.3714442502009853,0
1306,1306,0.20233991500392703,0
1372,1806,0.2809580774778977,0
1689,1689,0.4119686769642522,0
448,448,0.376623593954158,0
2014,2014,0.379453112610991,0
2210,1066,0.40281498397385584,0
1574,1574,0.2915398797281269,0
1622,1622,0.37275581773996735,0
1348,616,0.2621085127934226,0
966,966,0.2812329415841732,0
1982,1982,0.27272539445189625,0
2197,2197,0.35388010799117076,0
42,1277,0.24189398899079864,0
1925,1925,0.34103314195433654,0
1337,1337,0.26342263552398615,0
466,1674,0.4400840673550485,0
1316,1316,0.3941325544361073,0
1098,1098,0.317487572125572,0
2248,2248,0.3463944092441119,0
253,253,0.34223506953959876,0
956,956,0.37385174984190056,0
1370,1370,0.3092591248966391,0
1685,1685,0.25642503978551495,0
1636,1636,0.28191950108473446,0
1346,1227,0.27320662390492667,0
1383,1383,0.21351494217472505,0
1563,1563,0.29131288893990676,0
1435,1435,0.3328890498558602,0
855,855,0.3217586186616609,0
1122,1122,0.3191792134547795,0
1399,1399,0.339440509777204,0
2154,2154,0.2902897599143727,0
1745,1745,0.34537277157134394,0
1490,1490,0.27502081385747873,0
420,420,0.36448478625146247,0
261,261,0.2875706099826761,0
1665,1665,0.28560198278379334,0
1244,1244,0.26496570830391475,0
489,489,0.26292638041491434,0
1806,1806,0.252011690891351,0
279,279,0.29498113473244597,0
1759,8,0.23500458563802062,0
1590,1590,0.3791722584458803,0
1087,1087,0.28473102171986436,0
73,73,0.38543288504571704,0
755,797,0.328831416980488,0
1702,1702,0.28153854671413614,0
1043,641,0.2635988764676578,0
421,421,0.32301279339693856,0
787,787,0.31148530661984963,0
150,150,0.3296392849450358,0
1770,1770,0.32888835630247093,0
1617,1617,0.35912168060981053,0
553,553,0.36367047237849454,0
2272,2272,0.2677751940130183,0
1311,1311,0.31240478548251854,0
223,223,0.26272009927036793,0
2110,2110,0.36194584466855517,0
1071,1071,0.3092083374451593,0
85,85,0.3401888341962943,0
1674,1674,0.3190018619271765,0
1675,1675,0.3295962553798672,0
552,552,0.3127715962696189,0
1847,1847,0.284672775651034,0
589,589,0.27668161638953165,0
1964,1964,0.38730377078376577,0
1346,1346,0.30216324058724686,0
572,572,0.290672603918133,0
698,698,0.27197021548176437,0
1776,1776,0.27848361814764055,0
1921,1921,0.43300667608784527,0
434,434,0.2710076739678483,0
978,978,0.31466340980486557,0
1691,770,0.28734552159231996,0
156,979,0.32317210422554354,0
921,921,0.3634416732696171,0
2208,2030,0.27600346946229193,0
905,905,0.27777001094900067,0
198,198,0.2848665550955829,0
1274,1274,0.31025513324076154,0
1402,1402,0.3091499778586149,0
2141,725,0.3288116299248399,0
1227,1227,0.2949989445460146,0
382,382,0.31795249844530893,0
742,742,0.3096808062464085,0
1331,1331,0.22889847591218918,0
442,442,0.23778784096777342,0
238,238,0.25900022596994926,0
997,997,0.3105611170917132,0
1003,1003,0.230404261531356,0
98,98,0.2968720134928,0
349,349,0.2736843784193417,0
975,975,0.2978356816523889,0
1116,1116,0.306071192722321,0
665,665,0.256051322930384,0
954,954,0.3875092913922866,0
478,478,0.23941268718428596,0
690,690,0.35092278215323625,0
2062,2062,0.25753981570049994,0
2191,2191,0.28083574248385806,0
280,1088,0.23965190007787945,0
2151,1122,0.33162890651081,0
341,341,0.2850103826381897,0
33,580,0.2975235561949263,0
257,257,0.32136453343213,0
1844,1844,0.23948825479722977,0
2117,2117,0.3303309912854024,0
201,1874,0.3177669066880453,0
655,828,0.3175158642508136,0
747,747,0.3657862869957581,0
1248,1248,0.33514696235090946,0
1366,1366,0.3035075824416442,0
623,623,0.3093788425692837,0
1424,1424,0.20910097973466119,0
1965,1965,0.3244540926933911,0
1499,1499,0.32193661469541657,0
1935,1935,0.27760922255454146,0
1168,1168,0.21131580144338424,0
894,894,0.21985748244942313,0
770,770,0.32681190584787007,0
2153,1100,0.29478323230908143,0
354,354,0.2993415064579882,0
1515,1515,0.25925040207239425,0
828,828,0.3015484504594773,0
1622,1689,0.3496576753691978,0
1149,1149,0.23912545687233272,0
1554,1554,0.2600571676797116,0
1119,1119,0.34124825913581747,0
156,156,0.3122555324941283,0
913,913,0.2209353087955874,0
1736,1736,0.30257507176722037,0
1307,1307,0.2433374281508596,0
2290,2290,0.2989088277809214,0
1577,1577,0.36209825698037185,0
1305,1305,0.2654637962238805,0
2292,654,0.3011251644747407,0
146,146,0.27951340168704036,0
2015,2015,0.19370418947710716,0
155,155,0.29193989528080205,0
2199,2199,0.28489338885646365,0
1704,1704,0.345494560833103,0
20,20,0.3799391821544569,0
189,189,0.31921120902505784,0
2153,2153,0.2649330969946424,0
544,544,0.2531855878071464,0
845,845,0.23621008008072789,0
7,7,0.29353091905743767,0
1158,1158,0.34108013891213107,0
1449,1449,0.26597751340666886,0
2268,2268,0.2620395523000088,0
2226,2226,0.2712986815477707,0
555,555,0.29982390973444434,0
1157,1157,0.27140871658114146,0
1565,1565,0.3870805932213649,0
476,476,0.32419826331598733,0
1222,1222,0.2533604405802312,0
480,480,0.26810586934031533,0
84,84,0.3711931408822283,0
111,111,0.23590300394140523,0
2206,2206,0.3088901900776276,0
135,135,0.36115691954850293,0
289,289,0.2938291293007531,0
1372,1372,0.2582410176693283,0
748,748,0.3324096483035612,0
475,475,0.2831718278655416,0
1289,1289,0.2544171677036817,0
278,278,0.3280276066436552,0
1826,1826,0.24455169044638964,0
2053,2053,0.2786675638408055,0
1959,1959,0.38483132369677175,0
1774,1774,0.21839450027508509,0
1786,1786,0.26673334576391694,0
1466,1466,0.29524005461830016,0
1843,1843,0.27341634395877756,0
1450,1450,0.2620373548192348,0
996,996,0.2865500827904621,0
1000,1000,0.25716592479629957,0
867,867,0.2731215857512972,0
742,20,0.34655128381628547,0
654,654,0.3477349657746911,0
1817,1817,0.3143122930398152,0
437,437,0.2852345659534129,0
2032,2032,0.27781016339322295,0
1966,1966,0.223222585499918,0
948,948,0.2982873111670009,0
1261,1261,0.26105818858644836,0
1256,1256,0.310647228903735,0
8,8,0.3102900112960919,0
1703,1703,0.2851192685543571,0
329,329,0.26531412250847974,0
482,482,0.2977753543785889,0
1936,1936,0.29527903334477057,0
1204,1204,0.33671144428445,0
270,270,0.29895342816320025,0
979,979,0.27043569113805177,0
1730,1730,0.2865251590735946,0
2287,2287,0.3477491599262206,0
1893,1893,0.26028046588539,0
2031,2031,0.2550305797236033,0
1924,1924,0.27163861481351237,0
2237,2237,0.3020002993366574,0
2252,2252,0.20126765572537034,0
1085,1085,0.308661458643937,0
638,638,0.3370633213989336,0
56,56,0.27784375842647313,0
240,240,0.29986748756032433,0
915,915,0.29606654715305714,0
269,269,0.2475902785378166,0
360,360,0.3260143881874017,0
11,11,0.3009678838993705,0
1064,1064,0.30125814580055704,0
2108,2108,0.3557100303232684,0
1475,1475,0.2791480006934739,0
622,622,0.3395661520225482,0
641,641,0.2129856237361247,0
911,911,0.26860122740244274,0
1718,1718,0.2985343908968655,0
42,42,0.25077673137134193,0
1730,1515,0.2646884870893042,0
454,454,0.33079238415632084,0
1015,1015,0.31567303806035363,0
872,872,0.3050446096869718,0
1732,1732,0.3189762346780932,0
1023,1023,0.1943992674191485,0
2106,2106,0.30505520123973323,0
408,408,0.2808772136982958,0
1484,1484,0.18711848460085173,0
115,115,0.24097875676657587,0
1600,1600,0.25809240584217175,0
1386,1936,0.2764479739554937,0
1287,1287,0.2881597430937717,0
0,0,0.3129091720228163,0
708,708,0.371630035407906,0
1140,1140,0.29945319161583195,0
655,655,0.292496673535408,0
1614,1614,0.32098964578369127,0
69,69,0.25758535520410714,0
1612,1612,0.40944958715771823,0
2027,2027,0.2589749373723345,0
2291,2291,0.2724189608363616,0
627,627,0.32035144300254337,0
77,77,0.35247730078674444,0
1199,1199,0.3814317168800062,0
1204,763,0.36200798957995617,0
1068,1068,0.32031554250646965,0
2059,2059,0.19967657842684233,0
1159,1159,0.329302157318029,0
1090,2033,0.2782409378707001,0
1988,1988,0.2838067734053599,0
831,831,0.23908094387971557,0
290,290,0.24700194947016757,0
1163,1163,0.29173238322543005,0
1040,1040,0.28210217347327426,0
851,851,0.23903331713340273,0
923,923,0.2798970821345949,0
182,182,0.2790416863057803,0
509,509,0.33121431237279664,0
466,466,0.3573052448465903,0
624,624,0.28223662899873186,0
1697,1697,0.43129337612102914,0
1277,1277,0.24746540438913495,0
2151,2151,0.2915744002908427,0
376,376,0.29256485293249845,0
1323,1323,0.28229161316392815,0
1501,1501,0.27734497706246414,0
1691,1691,0.3165009000828447,0
0,2123,0.30920251310179775,0
1375,1375,0.21483923287508278,0
274,274,0.34574350865685255,0
1076,1076,0.22656861316568977,0
283,283,0.3486658589701467,0
806,806,0.23633450198196781,0
961,961,0.3291843878256147,0
1045,1045,0.29656523369590726,0
1804,1804,0.2908723137671991,0
1709,1709,0.22700803146112036,0
1275,1275,0.2183021250215567,0
639,639,0.3635101340024992,0
1677,1677,0.3087767306714898,0
605,605,0.22585257786998514,0
1638,1638,0.3009454159999394,0
31,31,0.3749702976208974,0
33,33,0.25208959320112645,0
38,38,0.28332871876190435,0
86,86,0.3225669968071916,0
100,100,0.22995401236346336,0
112,112,0.32481818151142505,0
124,124,0.30281036085237134,0
140,140,0.2564952268984599,0
164,164,0.2935197257347022,0
171,171,0.22325044436923686,0
175,175,0.2599154738099855,0
201,201,0.21085667081351786,0
210,210,0.2998747934239668,0
275,275,0.31291801285667314,0
280,280,0.24466118208129717,0
313,313,0.29105200724800917,0
369,369,0.25884246176160663,0
382,1103,0.2849875071042672,0
388,388,0.3192346872859634,0
390,390,0.2707114599048119,0
392,392,0.28604871390881376,0
400,400,0.3206346770262628,0
406,406,0.3149148250084147,0
453,453,0.33589553065894784,0
465,465,0.2601290606369013,0
467,467,0.24123857339920696,0
467,881,0.23665475377188097,0
482,915,0.19480725478238206,0
498,498,0.24277278917056305,0
532,532,0.32237912642683353,0
537,537,0.24785572406771916,0
543,543,0.24795323584205825,0
556,556,0.25283797758957366,0
558,558,0.32223025521926085,0
579,579,0.33440825122784856,0
580,580,0.33961191845514216,0
590,590,0.28609611108550626,0
598,598,0.32831227423723075,0
612,612,0.24650013452650346,0
616,616,0.27612119097253046,0
634,634,0.22516886579768666,0
663,663,0.393790614236564,0
677,677,0.24062458789502747,0
703,703,0.3137013319382951,0
725,725,0.25689676260396765,0
763,763,0.25460299396809216,0
777,777,0.18609674569323997,0
795,795,0.26167267479027095,0
797,797,0.27711220581270485,0
805,805,0.261227045913371,0
829,829,0.27625584918994184,0
838,838,0.26163175457146365,0
869,869,0.22451129422912836,0
881,881,0.2955072784618127,0
912,912,0.3155247816609771,0
929,929,0.2881347240885059,0
936,936,0.2862679180535942,0
965,965,0.24992968265919735,0
987,987,0.29380825351783657,0
995,995,0.3794211719919345,0
1003,465,0.29161865709301665,0
1008,1008,0.3275823396572235,0
1017,1017,0.20597523646424545,0
1020,1020,0.2716235263433305,0
1024,1024,0.26073494913230927,0
1035,1035,0.22301098594628477,0
1043,1043,0.25552074589509377,0
1066,1066,0.3513076447831085,0
1088,1088,0.30983562934203807,0
1090,1090,0.23568353685029625,0
1096,1096,0.2779305286317777,0
1100,1100,0.20356711830439878,0
1103,1103,0.31001967402032093,0
1150,1150,0.26099228953020764,0
1208,1208,0.21103455425417678,0
1231,1231,0.38006005456589986,0
1247,1247,0.28433119945446755,0
1265,1265,0.31349551837170486,0
1278,1278,0.38515291882588243,0
1310,1310,0.29636465036991333,0
1322,1322,0.27632525395474294,0
1340,1340,0.3062917298057626,0
1348,1348,0.29344069979077875,0
1351,1351,0.24776829462014255,0
1361,1361,0.25290622928175754,0
1367,1367,0.26021527983504456,0
1371,1371,0.2639814662827131,0
1386,1386,0.22019765234148037,0
1433,1433,0.3228018767206863,0
1453,1453,0.309747865251191,0
1460,388,0.2686486378735671,0
1490,838,0.22144372347511157,0
1520,1520,0.25464390722961805,0
1524,1524,0.24584657663851117,0
1526,1526,0.31334763821605965,0
1544,1544,0.5115760869268919,1
1564,1564,0.31760060460844797,0
1577,1450,0.24639204165774298,0
1588,1588,0.31746591805278346,0
1599,1599,0.31569676327284424,0
1601,1015,0.33260623317606575,0
1601,1601,0.34329486142566207,0
1617,2053,0.2762229529556114,0
1627,84,0.3425866347610387,0
1627,1627,0.3450925647292127,0
1633,1633,0.28449120660653715,0
1682,1682,0.34372195334286404,0
1684,1684,0.2893209742862858,0
1686,1686,0.27586942685880966,0
1692,1692,0.3153549274047637,0
1696,1696,0.29501458470652747,0
1700,1331,0.28198725950256626,0
1700,1700,0.27760081996134467,0
1708,1708,0.23415961188105786,0
1717,1717,0.3480867424028268,0
1735,112,0.22347146555467787,0
1737,1737,0.26143597308914257,0
1759,1759,0.2714618884552126,0
1774,408,0.23103222085858127,0
1779,1779,0.25153049667848487,0
1781,1781,0.29322842772521307,0
1802,1802,0.27336934924562045,0
1822,1822,0.29154476816011,0
1825,1825,0.24078064298906565,0
1838,1838,0.2764900247702128,0
1840,1840,0.30363890079798606,0
1860,1860,0.25488087086719935,0
1864,1864,0.27116888172740594,0
1874,1874,0.25230234753787945,0
1883,1883,0.32684462422590477,0
1905,1905,0.2844927192524734,0
1909,1909,0.31994621093715614,0
1916,1916,0.2546221311219914,0
2005,2005,0.25172630538043556,0
2008,2008,0.31789347477672947,0
2010,2010,0.26449257656779435,0
2023,2023,0.16135965858713827,0
2030,2030,0.2940076378343546,0
2033,2033,0.22036168292425995,0
