id_A,id_B,similarity_score,is_match
1507,1507,0.088235294117647,0
1735,1735,0.0833333333333333,0
2208,2208,0.1081081081081081,0
510,510,0.0666666666666666,0
1460,1460,0.1282051282051282,0
110,110,0.1333333333333333,0
1746,1746,0.0526315789473684,0
164,278,0.1379310344827586,0
1939,1939,0.1034482758620689,0
135,1565,0.0666666666666666,0
3,3,0.0454545454545454,0
105,105,0.048780487804878,0
1863,1863,0.0967741935483871,0
842,842,0.0465116279069767,0
1096,2187,0.05,0
755,755,0.1290322580645161,0
1295,1295,0.0222222222222222,0
1080,1080,0.0784313725490196,0
743,743,0.0961538461538461,0
1753,1753,0.0,0
1417,1417,0.0769230769230769,0
1306,1306,0.025,0
1372,1806,0.0357142857142857,0
1689,1689,0.0869565217391304,0
448,448,0.1388888888888889,0
2014,2014,0.1,0
2210,1066,0.0666666666666666,0
1574,1574,0.0714285714285714,0
1622,1622,0.0606060606060606,0
1348,616,0.0789473684210526,0
966,966,0.0277777777777777,0
1982,1982,0.0714285714285714,0
2197,2197,0.0461538461538461,0
42,1277,0.0476190476190476,0
1925,1925,0.0789473684210526,0
1337,1337,0.0416666666666666,0
466,1674,0.1351351351351351,0
1316,1316,0.131578947368421,0
1098,1098,0.0612244897959183,0
2248,2248,0.1111111111111111,0
253,253,0.0625,0
956,956,0.0857142857142857,0
1370,1370,0.0816326530612244,0
1685,1685,0.0138888888888888,0
1636,1636,0.0769230769230769,0
1346,1227,0.0555555555555555,0
1383,1383,0.0,0
1563,1563,0.0833333333333333,0
1435,1435,0.0975609756097561,0
855,855,0.0588235294117647,0
1122,1122,0.0434782608695652,0
1399,1399,0.0344827586206896,0
2154,2154,0.0303030303030303,0
1745,1745,0.1041666666666666,0
1490,1490,0.032258064516129,0
420,420,0.0606060606060606,0
261,261,0.0833333333333333,0
1665,1665,0.03125,0
1244,1244,0.0,0
489,489,0.0338983050847457,0
1806,1806,0.0277777777777777,0
279,279,0.032258064516129,0
1759,8,0.0555555555555555,0
