id_A,id_B,final_score,is_match
33582,208504045,0.6198010570023975,1
33600,208504045,0.6379140587358839,1
33582,207876534,0.584474677209303,1
33600,207876534,0.5833011104583893,1
33985,207876534,0.6696127777448339,1
37907,210227285,0.48084954821409115,0
33581,207388754,0.5847455281582072,1
33595,207388754,0.5803002636550058,1
33569,207506251,0.5004883506148997,1
33591,207506251,0.4966872385319522,0
33581,207506251,0.49752222810923574,0
33595,207506251,0.49427273132360866,0
33569,207388758,0.55545865976361,1
33591,207388758,0.5506251050953501,1
35388,207876534,0.5961359755990085,1
36556,207876534,0.6065560003019601,1
34303,207660498,0.5959531573674982,1
36556,207653548,0.5521712466909047,1
33985,207388752,0.5868264719656684,1
21875,10315184,0.580001706229905,1
34349,208294712,0.5690505304034793,1
34349,207919773,0.5399165108019977,1
34303,209208661,0.4822919234504943,0
36471,209306028,0.4814299529162774,0
36471,207927557,0.5463852078457871,1
38098,209026638,0.4955020582849686,0
34895,208504369,0.4682106162094065,0
37182,207534895,0.32683308454856597,0
35226,207388754,0.46066196417362854,0
29816,208111903,0.31126936583848547,0
34150,204327516,0.282206073918561,0
29816,204327516,0.23778796205877872,0
34150,206460121,0.2285497397849004,0
35247,208710844,0.48047716982933875,0
35247,207959798,0.4837102719163917,0
38098,207938488,0.4310181845147661,0
34895,207642166,0.463863179622379,0
34897,207642166,0.46831878321846543,0
34091,208294698,0.49793049021897495,0
35201,207660497,0.42246530506581786,0
35201,207637777,0.42791240457686897,0
34897,209208655,0.3724392513402724,0
37182,206870284,0.27276099448082763,0
34000,207986331,0.3827007134935229,0
35226,210227285,0.4753736548318713,0
34266,207388757,0.5118723017262224,1
34091,207506250,0.4868247073751519,0
34000,209869989,0.37871138064489657,0
34002,209869989,0.3587023548687562,0
28138,207514563,0.3323819111011788,0
34002,207986331,0.3604875820363432,0
37495,208043057,0.46806612064344405,0
37496,208043057,0.4659399787541908,0
37558,208043057,0.4734905841573502,0
37499,205690063,0.4928741811901308,0
37499,206746475,0.4892277728832974,0
35185,208111904,0.43836801429032307,0
34904,207390618,0.5703843844543643,1
35045,207660499,0.3819380026869817,0
35045,207653548,0.37559872726335874,0
26346,202899998,0.2917700046331426,0
35277,207388754,0.3954999265043311,0
34496,208111904,0.3945846016806134,0
28138,208111903,0.2309915915398748,0
35872,208111903,0.18922121797150124,0
35872,206460121,0.14860662573930097,0
36808,208111904,0.3263100852459392,0
33278,207534895,0.34366025651938636,0
35388,208079230,0.45647327989922265,0
35277,208079230,0.3428971984360821,0
34266,207660499,0.5087819665180658,1
33278,209656971,0.34764984232323487,0
34496,207642166,0.34018439432146735,0
37907,206928608,0.32252618884082646,0
34969,207388752,0.37711303692544995,0
31596,204587803,0.5300516111972836,1
24615,204587803,0.5129137346613301,1
34969,207506250,0.3876653720053676,0
26346,208111280,0.4020823785708483,0
33498,206928384,0.49530254166942367,0
33498,206928388,0.5018991731246545,1
33496,206928390,0.489437842918246,0
33496,206928388,0.49868754792414116,0
32055,207390682,0.24403531323736163,0
34934,208117937,0.5942504620854266,1
34934,208117938,0.4956939227173949,0
25550,204736197,0.21149599435577093,0
37403,201953029,0.2638531766262522,0
37404,201953029,0.24859262325113926,0
37110,207643190,0.4472046323215511,0
37404,207390673,0.3853769547455841,0
13213,208105630,0.4383062472810483,0
37120,207643190,0.45621754040987916,0
36906,208171630,0.30182005460330175,0
36906,208171631,0.2995730510957936,0
37110,206928384,0.5424852549423603,1
30436,205599984,0.28192974021156536,0
37405,201953029,0.181716316546764,0
30436,205599985,0.2414793066111491,0
37120,206928384,0.49426312175253995,0
21175,10333848,0.3503199432069022,0
27137,204736197,0.25215267689213183,0
37123,206928388,0.4684508889607764,0
37123,207643190,0.4732699450105575,0
34941,206179521,0.22763995326690972,0
27137,207907430,0.18633955599053376,0
13213,208791921,0.43189418234223076,0
13580,203459314,0.24294224004841286,0
34392,203459314,0.26981881525618906,0
33377,200924629,0.34305924791510606,0
33157,206808434,0.38616243086639335,0
33377,203514371,0.37937768025390106,0
33563,207388752,0.5118627431215705,1
27194,204318288,0.5930104342886504,1
38777,208930714,0.3510017956421302,0
34442,208111903,0.34155040856862595,0
36993,205557530,0.4511834027173167,0
33563,207506251,0.4246560432526713,0
30734,207907430,0.39847436065798114,0
25990,208455791,0.4259102622937891,0
31373,208294904,0.3999015536920135,0
35680,203921172,0.334186949006573,0
36988,206808430,0.4685298204752783,0
36990,209253739,0.5807484655535355,1
36033,201692695,0.37075542364168046,0
36102,201692695,0.3770709062532679,0
37403,201692695,0.3004684403532783,0
25550,203185276,0.23700442622941803,0
33508,201692695,0.33485649703722764,0
38327,201692695,0.3824319122964594,0
32022,207895085,0.20094226518523073,0
30951,204505951,0.2883780323059216,0
32022,207929461,0.19128373241764418,0
13581,208410812,0.2292695574919591,0
38475,203514371,0.32849239830988075,0
24153,203111424,0.3596211673701323,0
23635,207390673,0.40841736472203677,0
23635,207465587,0.3997122621991304,0
33279,203938179,0.3144153804742293,0
25990,210521578,0.3999983152887633,0
16877,204505951,0.2694470841456692,0
16877,205599984,0.2801898876798397,0
24572,202537967,0.47098307411382734,0
33047,208370418,0.2142397918935033,0
26617,208370418,0.21558565897518947,0
20534,208370418,0.22783495413588714,0
29032,206917817,0.36830557195035296,0
37150,207907550,0.24926859741475543,0
35485,207907550,0.26369833810257054,0
30734,210267015,0.2663321164574295,0
38777,208370418,0.20210662157338516,0
36142,207907548,0.36679874443394905,0
33279,207667995,0.3181030997583617,0
36705,208294927,0.4376821961317545,0
32055,209253738,0.330657133993706,0
13580,203162678,0.16212132154298203,0
21175,201700823,0.42240225759495187,0
37606,10412788,0.39602532802923807,0
34442,208105573,0.2018121032418147,0
37606,204549804,0.3700942497451124,0
21875,10221960,0.5915164003614658,1
25262,10353206,0.46246199612902766,0
27793,204292472,0.5910202132668494,1
33671,206917815,0.44123587480246357,0
33671,206917817,0.4576296511329955,0
27793,206887992,0.36674392819369117,0
29032,208930714,0.32603716159312557,0
37145,208941074,0.43653790475256504,0
37055,208941074,0.40883084612696347,0
25262,10388980,0.3339708579736361,0
36993,205557539,0.4374903771588433,0
37405,208112355,0.4495221581547161,0
22042,206481908,0.3902431399268082,0
37054,208941075,0.41358203801804183,0
31030,206928378,0.42478399466028255,0
31337,209310260,0.2059634622544299,0
32493,209310260,0.2282565500534903,0
32906,209310260,0.225787495611514,0
33047,203185276,0.4830476063927511,0
13581,206888012,0.20308958846642566,0
37558,208294970,0.16641846745029995,0
37495,208294970,0.16374631363051992,0
37496,208294970,0.15211915689720332,0
33948,10379358,0.23959015269941433,0
37859,206928608,0.33374059633821207,0
37859,206928604,0.30555367696873353,0
35185,209297157,0.3745808520821626,0
36001,206928604,0.2366239443336545,0
34941,209297157,0.3558115966025568,0
34278,209297157,0.35083713704428965,0
34278,208504318,0.36676136379574487,0
36607,207919773,0.22002108096751188,0
36988,207388754,0.24489981903600896,0
36990,207388754,0.24392974930601327,0
33158,207338890,0.27104834677038414,0
33157,207338890,0.29016367074623906,0
36507,206928608,0.24669505779833564,0
36507,206928604,0.24193313521587162,0
36808,206928604,0.24675560761660217,0
36607,208111904,0.3032711708724465,0
33158,207388754,0.2416070876405072,0
36001,206928608,0.23468926530214199,0
37360,207642358,0.1758121245604817,0
37360,208742932,0.18489986369978628,0
30951,207654105,0.4036181560726928,0
34309,210256478,0.3253082882476608,0
34723,202070149,0.49195690012703397,0
34724,202070149,0.49701647990149855,0
34724,203445749,0.4695246334346705,0
31030,209208718,0.37204897578913876,0
33026,202827715,0.5345653898580215,1
33723,207390452,0.4261120302097068,0
34392,210402319,0.3749735454606691,0
34309,208504421,0.34740157232492175,0
33723,210402319,0.40498697532086037,0
35990,207390452,0.3700969078126901,0
35990,210402319,0.3492894648733238,0
33026,207899810,0.47695210615345174,0
26617,209122918,0.43776487233602057,0
35019,208117925,0.42085001915088976,0
35022,208117925,0.44392076934151914,0
38164,210401458,0.42528381663403436,0
34609,207464939,0.2657702193728124,0
8060,90138537,0.49031719991619127,0
29806,202900030,0.5083326891649071,1
8060,202900030,0.5248359603251194,1
29806,202900227,0.5108450195388573,1
35024,208117925,0.40942347737162876,0
35552,205106048,0.460467084383702,0
28350,202537962,0.4679460946009707,0
36909,203389465,0.36264246533873046,0
34723,205769439,0.4491019109237214,0
36909,204443417,0.36385278599584525,0
25749,207899810,0.48869056678298395,0
28350,90138537,0.41976222481942843,0
37150,207391017,0.42864564534723293,0
32878,206928359,0.5452353790173672,1
37142,207390673,0.37791132176431025,0
37142,209687172,0.34161745249297726,0
32878,205106048,0.4734629526452723,0
33508,208930717,0.42151099465247815,0
34848,208117932,0.46055149996154565,0
34848,208117933,0.4757712836504863,0
34927,208117932,0.514667267479885,1
34927,208117933,0.4979514844128906,0
36705,207390673,0.41335010783328285,0
36033,203185276,0.30706224707876334,0
38327,201692705,0.31080929860439943,0
36102,203185276,0.2920305862994409,0
35552,203870569,0.5469649317517943,1
31397,203151779,0.18571973108503387,0
34904,208504178,0.5403187351480577,1
