id1,id2
552,90137168
552,203087319
552,203087681
552,203024425
552,90132241
552,207910213
10640,90137168
16758,90137168
28397,90137168
29880,90137168
34031,90137168
10640,203087319
21182,203087319
25532,203087319
28397,203087319
32416,203087319
34031,203087319
10640,203087681
24693,203087681
28397,203087681
34031,203087681
10640,203024425
24693,203024425
28397,203024425
34031,203024425
10640,90132241
16758,90132241
24693,90132241
28397,90132241
34031,90132241
10640,207910213
16758,207910213
24693,207910213
28397,207910213
34031,207910213
580,207652053
580,202812620
580,203459314
580,202812646
5644,207652053
25136,207652053
33564,207652053
33908,207652053
34130,207652053
34260,207652053
35012,207652053
35018,207652053
37859,207652053
37907,207652053
19631,202812620
6284,203459314
19631,203459314
26310,203459314
26525,203459314
6284,202812646
19631,202812646
24034,202812646
26525,202812646
31273,202812646
31332,202812646
32882,202812646
34119,202812646
4696,90049928
34278,90049928
34624,90049928
34941,90049928
36001,90049928
36962,90049928
5644,203087638
5644,208504179
5644,207390507
5644,210399745
5644,203022472
5644,203023505
5644,203024998
8552,203087638
9071,203087638
13945,203087638
25113,203087638
25136,203087638
34130,203087638
35012,203087638
35018,203087638
33564,208504179
33908,208504179
34130,208504179
34260,208504179
35216,208504179
35738,208504179
37539,208504179
37749,208504179
37859,208504179
33564,207390507
33908,207390507
34130,207390507
34260,207390507
35216,207390507
35738,207390507
37539,207390507
37749,207390507
37859,207390507
33564,210399745
33908,210399745
34130,210399745
34260,210399745
35216,210399745
35738,210399745
37539,210399745
37749,210399745
37859,210399745
8552,203022472
9071,203022472
13945,203022472
16309,203022472
25113,203022472
32688,203022472
34708,203022472
34815,203022472
8552,203023505
9071,203023505
13945,203023505
16309,203023505
25113,203023505
32688,203023505
34708,203023505
34815,203023505
8552,203024998
9071,203024998
13945,203024998
16309,203024998
25113,203024998
32688,203024998
34708,203024998
34815,203024998
6284,207390309
6284,205817784
6284,202812567
6284,203921172
6284,204793090
19631,207390309
26525,207390309
26805,207390309
30453,207390309
34174,205817784
37039,205817784
10101,202812567
10102,202812567
13700,202812567
13701,202812567
29228,202812567
32340,202812567
19631,203921172
26525,203921172
34442,203921172
37231,203921172
34125,204793090
34126,204793090
34127,204793090
34174,204793090
36264,204793090
36617,204793090
36620,204793090
36761,204793090
37309,204793090
37322,204793090
38782,204793090
6493,204363358
6493,210402579
6493,206901618
6493,204793355
6493,208455891
6493,203017999
6493,90105458
6493,204939361
7195,204363358
9312,204363358
9314,204363358
15452,204363358
32033,204363358
34031,204363358
34553,204363358
34959,204363358
35519,204363358
36127,204363358
37010,204363358
37589,204363358
37623,204363358
7195,210402579
9312,210402579
9314,210402579
15452,210402579
32033,210402579
34031,210402579
34553,210402579
35519,210402579
36127,210402579
37010,210402579
37623,210402579
19132,206901618
29304,206901618
29816,206901618
31337,206901618
32893,206901618
33640,206901618
33645,206901618
7195,204793355
15452,204793355
29464,204793355
34031,204793355
34553,204793355
36127,204793355
37010,204793355
17653,208455891
29816,208455891
31337,208455891
32893,208455891
33645,208455891
7195,203017999
7195,90105458
15452,90105458
27985,90105458
34031,90105458
34553,90105458
36127,90105458
37010,90105458
19132,204939361
29816,204939361
29906,204939361
29933,204939361
30591,204939361
30593,204939361
30594,204939361
31337,204939361
32744,204939361
33645,204939361
33723,204939361
6726,203111433
6742,202845629
6742,203111113
6742,208715747
14070,202845629
24693,202845629
9646,203111113
14070,203111113
18837,203111113
14070,208715747
7195,205691190
7195,204740191
7195,207390506
7195,204793356
19358,205691190
26310,205691190
29464,205691190
29677,205691190
34548,205691190
34557,205691190
34559,205691190
36142,205691190
36143,205691190
36149,205691190
36151,205691190
36169,205691190
36172,205691190
38653,205691190
27985,204740191
23635,207390506
32005,207390506
32022,204793356
34553,204793356
7783,208117918
7783,202900227
7936,208117918
8060,208117918
29806,208117918
30602,208117918
30603,208117918
35165,208117918
35175,208117918
35183,208117918
35186,208117918
35190,208117918
8060,202900227
24493,202900227
7936,90104307
13954,90104307
30590,90104307
8060,90105056
13954,90105056
30590,90105056
8552,203025423
8552,207910387
8552,90138609
9071,203025423
13945,203025423
14061,203025423
19604,203025423
19672,203025423
25113,203025423
34002,203025423
9071,207910387
13945,207910387
19672,207910387
25113,207910387
25136,207910387
34002,207910387
9071,90138609
13945,90138609
19672,90138609
25113,90138609
34002,90138609
9071,207544306
13945,207544306
14061,207544306
19672,207544306
34002,207544306
34076,207544306
34708,207544306
34901,207544306
34976,207544306
37010,207544306
9312,204822679
9312,90114398
9312,204787802
9312,90138520
9312,208289950
9312,208809705
9314,204822679
39175,204822679
9314,90114398
32033,90114398
34959,90114398
35519,90114398
36127,90114398
37589,90114398
37623,90114398
39175,90114398
9314,204787802
23246,204787802
32033,204787802
34959,204787802
35519,204787802
37623,204787802
9314,90138520
32033,90138520
34959,90138520
35519,90138520
36127,90138520
37589,90138520
37623,90138520
39175,90138520
9314,208289950
23246,208289950
32022,208289950
34959,208289950
35519,208289950
35905,208289950
37421,208289950
37589,208289950
9314,208809705
32033,208809705
35519,208809705
36127,208809705
37623,208809705
9355,206725198
33499,206725198
38826,206725198
9546,203131413
9546,208117920
9546,208117924
9546,208294904
9546,208455792
9546,210521578
16329,203131413
18564,203131413
18567,203131413
31373,203131413
33653,203131413
35045,203131413
35165,203131413
35175,203131413
35183,203131413
35190,203131413
15046,208117920
18087,208117920
30575,208117920
35165,208117920
35183,208117920
35748,208117920
15046,208117924
18087,208117924
35165,208117924
35183,208117924
35748,208117924
15046,208294904
16329,208294904
18087,208294904
18564,208294904
18567,208294904
25990,208294904
27589,208294904
30575,208294904
31373,208294904
31374,208294904
35165,208294904
35175,208294904
35183,208294904
35186,208294904
25990,208455792
27589,208455792
31373,208455792
31374,208455792
16329,210521578
18564,210521578
18567,210521578
25990,210521578
27589,210521578
30575,210521578
31374,210521578
35165,210521578
35183,210521578
35186,210521578
9646,205985718
9646,205985719
9646,208294970
9646,205985717
21989,205985718
29825,205985718
29829,205985718
29892,205985718
32279,205985718
32280,205985718
34848,205985718
34927,205985718
21989,205985719
29825,205985719
29829,205985719
29892,205985719
32279,205985719
32280,205985719
34848,205985719
34927,205985719
18837,208294970
33499,208294970
38826,208294970
21989,205985717
29825,205985717
29829,205985717
29892,205985717
32279,205985717
32280,205985717
34848,205985717
34927,205985717
10101,90106172
10101,90106210
10101,207390496
10101,203389382
10102,90106172
10102,90106210
29228,90106210
10102,207390496
39054,207390496
10102,203389382
16668,203389382
16669,203389382
19204,203389382
34286,203389382
35060,203389382
11338,90140166
11801,210252184
11801,206722262
11801,206722263
11801,210239335
13996,210252184
28951,210252184
35530,210252184
37796,210252184
13996,206722262
28951,206722262
35530,206722262
37796,206722262
13996,206722263
28951,206722263
35530,206722263
37796,206722263
13996,210239335
28951,210239335
35530,210239335
37796,210239335
13155,202143942
13155,90109367
13155,201699873
13155,205561996
13155,205562000
13155,201701865
13155,205852250
13580,202143942
13581,202143942
17417,202143942
17596,202143942
17872,202143942
17873,202143942
19676,202143942
22382,202143942
22798,202143942
25388,202143942
25550,202143942
25749,202143942
25829,202143942
31414,202143942
33026,202143942
37716,202143942
38784,202143942
33219,90109367
33966,90109367
35111,90109367
35467,90109367
35623,90109367
35111,201699873
35467,201699873
38798,201699873
32431,205561996
33219,205561996
33966,205561996
35623,205561996
38798,205561996
32431,205562000
33219,205562000
33966,205562000
35623,205562000
38798,205562000
33219,201701865
33966,201701865
35111,201701865
35467,201701865
35623,201701865
29133,205852250
30734,205852250
32984,205852250
35111,205852250
35467,205852250
38798,205852250
13202,201935116
13202,201935171
13202,10379358
32625,201935116
32625,201935171
37803,201935171
37825,201935171
38697,201935171
13213,203025617
13213,208670546
13213,207391020
13213,207391021
13213,204238996
13213,207390502
13213,206928604
13213,206928606
35475,208670546
33971,207391020
33967,207391021
35519,204238996
35905,204238996
30680,207390502
33717,206928604
33640,206928606
13580,90120953
13580,90125772
13580,90125786
13580,207899810
13580,204222897
13580,204222915
13580,202291459
17417,90120953
17596,90120953
17872,90120953
17873,90120953
19676,90120953
22382,90120953
25388,90120953
25550,90120953
25749,90120953
25829,90120953
31414,90120953
33026,90120953
35111,90120953
37716,90120953
38726,90120953
38784,90120953
13581,90125772
22306,90125772
29228,90125772
13581,90125786
17417,90125786
22306,90125786
29228,90125786
37915,90125786
17417,207899810
17596,207899810
19676,207899810
22798,207899810
25388,207899810
25749,207899810
25829,207899810
33026,207899810
37716,207899810
38726,207899810
13581,204222897
17417,204222897
17596,204222897
17873,204222897
19676,204222897
22382,204222897
25550,204222897
25829,204222897
31414,204222897
37716,204222897
38784,204222897
13581,204222915
17417,204222915
17596,204222915
17873,204222915
19676,204222915
22382,204222915
25550,204222915
25829,204222915
31414,204222915
37716,204222915
38784,204222915
22306,202291459
34392,202291459
34395,202291459
34424,202291459
13700,206887553
13700,90108521
13700,90111702
13700,207907430
13700,208504394
13701,206887553
29133,206887553
30734,206887553
38798,206887553
13701,90108521
29133,90108521
29228,90108521
30734,90108521
13701,90111702
29133,90111702
29228,90111702
30734,90111702
13701,207907430
29133,207907430
30734,207907430
38798,207907430
13701,208504394
29133,208504394
30734,208504394
34661,208504394
34662,208504394
38798,208504394
39090,208504394
