id1,id2
b000jz4hqo,http://www.google.com/base/feeds/snippets/10163861390911480703
b000jz4hqo,http://www.google.com/base/feeds/snippets/10090208868795399315
b000jz4hqo,http://www.google.com/base/feeds/snippets/16303142874832927783
b000jz4hqo,http://www.google.com/base/feeds/snippets/12514901799739690396
b000jz4hqo,http://www.google.com/base/feeds/snippets/15392591793494799518
b000jz4hqo,http://www.google.com/base/feeds/snippets/10894672393769318497
b000jz4hqo,http://www.google.com/base/feeds/snippets/15645075770736292688
b000jz4hqo,http://www.google.com/base/feeds/snippets/397927407795432372
b000jz4hqo,http://www.google.com/base/feeds/snippets/14079779635185918620
b000jz4hqo,http://www.google.com/base/feeds/snippets/16829233564839051189
b000jz4hqo,http://www.google.com/base/feeds/snippets/5364807314885028760
b000jz4hqo,http://www.google.com/base/feeds/snippets/13462613778315667738
b000jz4hqo,http://www.google.com/base/feeds/snippets/18420156205559716860
b000jz4hqo,http://www.google.com/base/feeds/snippets/18441480711193821750
b000jz4hqo,http://www.google.com/base/feeds/snippets/14996991014087320062
b000jz4hqo,http://www.google.com/base/feeds/snippets/17072957672946519930
b000jz4hqo,http://www.google.com/base/feeds/snippets/16381265312262225196
b000jz4hqo,http://www.google.com/base/feeds/snippets/9713773660138411396
b000jz4hqo,http://www.google.com/base/feeds/snippets/2971645434806902083
b000ju9nay,http://www.google.com/base/feeds/snippets/10163861390911480703
b000ju9nao,http://www.google.com/base/feeds/snippets/10163861390911480703
b000h14rqk,http://www.google.com/base/feeds/snippets/10163861390911480703
b00062ak2k,http://www.google.com/base/feeds/snippets/10163861390911480703
b000hbxjve,http://www.google.com/base/feeds/snippets/10163861390911480703
b000hbxjuk,http://www.google.com/base/feeds/snippets/10163861390911480703
b000hbxjt6,http://www.google.com/base/feeds/snippets/10163861390911480703
b0009suw5q,http://www.google.com/base/feeds/snippets/10163861390911480703
b000v7y5j4,http://www.google.com/base/feeds/snippets/10163861390911480703
